rms,variance,band_power_0p5_3Hz,sway_index,subject_id,signal_name,start,end
0.7952263158097116,0.6323815299429765,0.6284325626380661,0.7952242010546312,0,spasticity_signal,0,256
0.8045720050009079,0.6472450178025949,0.6253054100545563,0.8045153931421045,0,spasticity_signal,128,384
0.8088980300617254,0.6534581011481713,0.6359092648648742,0.8083675532504823,0,spasticity_signal,256,512
0.8139806283009535,0.6620337010805963,0.6327615604019754,0.8136545342346445,0,spasticity_signal,384,640
0.820319063351805,0.6717341121672336,0.6543277314936675,0.8195938702596753,0,spasticity_signal,512,768
0.8163232648398141,0.6660222720570006,0.6614823420892532,0.816101876028355,0,spasticity_signal,640,896
0.7973341294864018,0.6356306491923411,0.6266307008933779,0.7972644788226434,0,spasticity_signal,768,1024
0.7927903599243273,0.6285034450312833,0.6163811089563705,0.792782091770042,0,spasticity_signal,896,1152
0.807440415434273,0.6519328447390584,0.6635619901533896,0.8074235844580331,0,spasticity_signal,1024,1280
0.8090224322837645,0.6544523131572182,0.6497583700653512,0.8089822699894097,0,spasticity_signal,1152,1408
0.8127618844071415,0.6602685178619272,0.6457893939219659,0.812569084977965,0,spasticity_signal,1280,1536
0.8202792361424012,0.6721314004981499,0.6506011544035066,0.8198362034566111,0,spasticity_signal,1408,1664
0.8136109945789587,0.660976874457254,0.6436956639285123,0.8130048428252159,0,spasticity_signal,1536,1792
0.8144345756188502,0.6629188911155678,0.6323550713246896,0.814198311909063,0,spasticity_signal,1664,1920
0.817089506885189,0.6674075500181701,0.6656201083408099,0.8169501514891653,0,spasticity_signal,1792,2048
0.8109651641905755,0.6576587254370609,0.6496598559815097,0.8109616054025375,0,spasticity_signal,1920,2176
0.8038311603522084,0.6461351451960287,0.6406046630376718,0.8038253200764633,0,spasticity_signal,2048,2304
0.8034246338671962,0.6454809577935321,0.6582014555786624,0.803418295655216,0,spasticity_signal,2176,2432
0.8125593315372777,0.6599849490938063,0.6467856406209761,0.8123945772183652,0,spasticity_signal,2304,2560
0.8233310705925146,0.676940545377571,0.6557827730350597,0.822763966990273,0,spasticity_signal,2432,2688
0.8295662233610899,0.6877172203907704,0.6588042781978184,0.8292871760679592,0,spasticity_signal,2560,2816
0.821462347074218,0.6733640129320367,0.6559687433313941,0.8205876022290592,0,spasticity_signal,2688,2944
