mean,std,rms,variance,band_power_0p5_3Hz,sway_index,label
-0.006176036476503423,0.8727472506630977,0.8727691028940902,0.7616877635399958,0.7530631844410192,0.8727472506630977,spasticity_signal
0.00794812895936102,0.881708636810016,0.8817444601353224,0.7774101202253766,0.7585564613357325,0.881708636810016,spasticity_signal
0.00649476087258013,0.8742387582877732,0.8742628828969806,0.7642934064925475,0.7676809953672373,0.8742387582877732,spasticity_signal
0.009182393536519094,0.8763314124478035,0.876379518698276,0.7679567444427624,0.7205470528702048,0.8763314124478035,spasticity_signal
0.012850022626188218,0.875459610224105,0.8755539116554933,0.7664295291337418,0.7387476736567177,0.875459610224105,spasticity_signal
0.005368316703445473,0.8748979242940601,0.8749143939599368,0.765446377934055,0.7608863889033358,0.8748979242940601,spasticity_signal
0.003797569864771303,0.8772266099418403,0.877234829864234,0.7695265251900537,0.750250485838338,0.8772266099418403,spasticity_signal
-0.00709952713629006,0.8700117036801259,0.8700406702137287,0.7569203645403952,0.7360042110421927,0.8700117036801259,spasticity_signal
-0.012848255157992556,0.8646054964491665,0.8647009553312143,0.7475426644901098,0.7120480058711169,0.8646054964491665,spasticity_signal
-0.009808888683342122,0.8679581527065378,0.8680135765913733,0.7533513548497456,0.7288880903914048,0.8679581527065378,spasticity_signal
-0.006825776218125396,0.8676532277430588,0.8676800763149561,0.7528221236129482,0.7453304872613535,0.8676532277430588,spasticity_signal
-0.002905231987634054,0.8667465442506375,0.8667514132341085,0.7512495719704223,0.747056564779355,0.8667465442506375,spasticity_signal
0.0013752022979339328,0.8745826335887187,0.8745837147788308,0.7648947829749789,0.7125863760292356,0.8745826335887187,spasticity_signal
0.00474034213042125,0.8659920646662088,0.8660050386160328,0.7499422560648431,0.7470230746894522,0.8659920646662088,spasticity_signal
0.01673193928555865,0.8603285691429343,0.8604912577567446,0.7401652468835287,0.747202796156217,0.8603285691429343,spasticity_signal
0.024424227071322812,0.8684306268281919,0.8687740192255048,0.7541717536132063,0.7194863067721211,0.8684306268281919,spasticity_signal
0.01929810857711824,0.8725221871601939,0.8727355751208167,0.7612949670868084,0.7134189283566985,0.8725221871601939,spasticity_signal
-0.09003266548226009,0.9607856567391024,0.964994797420913,0.9231090781955884,0.2984097733940039,0.9607856567391024,balance_signal
-0.0344006419855629,0.9912017478668392,0.9917985224546849,0.9824809049742772,0.3719978796091998,0.9912017478668392,balance_signal
-0.025712197499450865,1.0159135388367395,1.0162388673397795,1.0320803183917875,0.3476191602049084,1.0159135388367395,balance_signal
0.01527745541489419,0.9948113489116364,0.994928650993298,0.9896496199233894,0.3027471064965512,0.9948113489116364,balance_signal
0.046378940431276695,0.9796709992241169,0.9807682054574911,0.9597552667207797,0.2490194280303397,0.9796709992241169,balance_signal
0.04343991540085532,0.9683319391138511,0.9693058189023858,0.937666744307991,0.322620256470105,0.9683319391138511,balance_signal
0.014680582213347861,0.9482313679597211,0.9483450040343371,0.8991427271827639,0.3045858749217569,0.9482313679597211,balance_signal
-0.0017026148279022134,0.9662248837407775,0.9662263838548042,0.933590525959879,0.2597061635610333,0.9662248837407775,balance_signal
0.025663238638066268,0.9385887373756724,0.9389395186836335,0.8809488179284589,0.22273354875623816,0.9385887373756724,balance_signal
-0.0008908273410342504,0.9050729647625001,0.9050734031653639,0.8191570715439818,0.22309197307881903,0.9050729647625001,balance_signal
0.05513882267990773,0.9154076511202887,0.9170667682868519,0.837971167729564,0.21477331976099998,0.9154076511202887,balance_signal
0.026457646527825472,0.9581131276782687,0.9584783630782834,0.9179807654294345,0.22622418599680166,0.9581131276782687,balance_signal
-0.023109582266179915,0.9621714627792187,0.9624489475183703,0.9257739237867014,0.34445943292256986,0.9621714627792187,balance_signal
-0.04697036429554009,0.9686407542102199,0.9697789056475705,0.9382649107169436,0.31522316216724783,0.9686407542102199,balance_signal
-0.10821853865289711,0.9280989209657157,0.9343868894659718,0.8613676070977258,0.28660145898609357,0.9280989209657157,balance_signal
-0.08834513699365179,0.8833786907761105,0.8877853200789829,0.7803579113173151,0.270535871819742,0.8833786907761105,balance_signal
-0.034767040442367975,0.8747257681126427,0.8754164246239466,0.7651451694002528,0.1980119134806977,0.8747257681126427,balance_signal
5.89371277105144e-05,0.5594552697624222,0.5594552728668571,0.3129901988649446,0.3132993678923124,0.5594552697624222,leg_weakness
-0.0007893800419841601,0.5600086321562133,0.5600091885052636,0.3136096680894731,0.31330150298293613,0.5600086321562133,leg_weakness
-6.638427889390287e-05,0.5594561036258768,0.5594561075644097,0.3129911318842479,0.31329937304554584,0.5594561036258768,leg_weakness
0.0007887537609347372,0.5600077499625872,0.5600083054300667,0.3136086800181596,0.3133014976401305,0.5600077499625872,leg_weakness
7.382552163079481e-05,0.5594570358120717,0.5594570406830514,0.3129921749196297,0.3132993785774479,0.5594570358120717,leg_weakness
