time,headache
0.0,0.1235555524693113
0.01001001001001001,0.04666957112889397
0.02002002002002002,0.12144236949666835
0.03003003003003003,0.09298827826444825
0.04004004004004004,0.12122373132593144
0.050050050050050046,0.12330795077064487
0.06006006006006006,0.14823745183357473
0.07007007007007007,0.1406036094286361
0.08008008008008008,0.1403971498783089
0.09009009009009009,0.14331010957498716
0.10010010010010009,0.10874136954447838
0.11011011011011011,0.1009655526111052
0.12012012012012012,0.12618451249535004
0.13013013013013014,0.12196242854299068
0.14014014014014015,0.0907280128978522
0.15015015015015015,0.11214470226424805
0.16016016016016016,0.09894710599646217
0.17017017017017017,0.07438201274619832
0.18018018018018017,0.1387138222412905
0.19019019019019018,0.10165597727590268
0.20020020020020018,0.16146124773096554
0.21021021021021022,0.05123523189400503
0.22022022022022023,0.08329663681469901
0.23023023023023023,0.10097916510072615
0.24024024024024024,0.1341214329288674
0.2502502502502503,0.11198408117806556
0.2602602602602603,0.10931418262542254
0.2702702702702703,0.0661820862233756
0.2802802802802803,0.06529175808311587
0.2902902902902903,0.10967513980869714
0.3003003003003003,0.059076820185449255
0.3103103103103103,0.08404366749132014
0.3203203203203203,0.11502751987257573
0.3303303303303303,0.07053027183169673
0.34034034034034033,0.1481606788708542
0.35035035035035034,0.13671809032713672
0.36036036036036034,0.052857400049851
0.37037037037037035,0.0720288627045404
0.38038038038038036,0.031426682665151515
0.39039039039039036,0.07652225912355601
0.40040040040040037,0.12299165429717199
0.41041041041041043,0.0875831517317543
0.42042042042042044,0.11382391730847903
0.43043043043043044,0.05432997045154768
0.44044044044044045,0.12393925763745717
0.45045045045045046,0.08334672316214951
0.46046046046046046,0.10036509046848716
0.47047047047047047,0.09721376495820842
0.4804804804804805,0.06185354437323149
0.4904904904904905,0.06540747004780653
0.5005005005005005,0.12903383407010277
0.5105105105105106,0.11196976472505088
0.5205205205205206,0.1315014712466028
0.5305305305305306,0.10973974706507555
0.5405405405405406,0.1042897190442765
0.5505505505505506,0.04821968143999701
0.5605605605605606,0.09188899909716491
0.5705705705705706,0.09917847038788768
0.5805805805805806,0.1585932159481772
0.5905905905905906,0.12060869896296032
0.6006006006006006,0.14608183545128586
0.6106106106106106,0.11792613117684185
0.6206206206206206,0.07866090319151563
0.6306306306306306,0.10351372648449554
0.6406406406406406,0.107086709387927
0.6506506506506506,0.07182533290687956
0.6606606606606606,0.08846837870221237
0.6706706706706707,0.09382699018968485
0.6806806806806807,0.14816859497695356
0.6906906906906907,0.037577784238270656
0.7007007007007007,0.13617455262148132
0.7107107107107107,0.07189614295121852
0.7207207207207207,0.058837624381911584
0.7307307307307307,0.13539826390115392
0.7407407407407407,0.12195694207703144
0.7507507507507507,0.1376355610714357
0.7607607607607607,0.1240210584263673
