time_s,spasticity,posture_instability,leg_weakness,dizziness,vision_impairment,headache
0.0,0.07450712295168489,0.7855989999536507,0.08865606199840186,-0.15262460463019129,0.974095191851052,0.08728720953931891
0.01001001001001001,0.12980999104067753,0.5746609070095404,0.16236138402240635,-0.030374055189782555,0.9988136450815772,0.08639757674848439
0.02002002002002002,0.3958735460753738,0.03523791831658951,0.23462269045750872,0.042493428964129595,1.000040005660833,0.04613070482109956
0.03003003003003003,0.6706249522335036,-0.3185967526668413,0.3047973010654552,0.2611060369523618,1.0134281596245516,0.09009729424895689
0.04004004004004004,0.5435104343539569,0.3929028449921472,0.3722610943393177,0.1853169548678632,0.9579932481005742,0.12198487245465235
0.050050050050050046,0.670832214698589,0.4097444919714426,0.43641405833807645,0.05979203577802561,1.0165257669641687,0.06177303642769615
0.06006006006006006,1.0589984309066458,0.7247790234214544,0.4966856270946681,0.22560378697173789,0.9173667495504152,0.1314544795315178
0.07007007007007007,1.040404264611406,0.5340940567683718,0.5525397551363583,0.07659965283551791,0.9793517116773339,0.11463324463253015
0.08008008008008008,0.9434188928567383,0.9314048371330851,0.6034796849854847,0.29378354427310005,0.9833497827244517,0.07797300034086888
0.09009009009009009,1.1677542060370107,0.03312736736661395,0.6490523652391991,0.16917637228391397,1.016747552529885,0.09575411087986459
0.10010010010010009,1.0722207156979426,0.9711477116199463,0.6888524799345301,0.19203144986756093,0.9981764230778035,0.147949654229231
0.11011011011011011,1.1091952412716148,0.39660515102481786,0.7225260533622522,0.2914940686281555,0.9550803556315586,0.12200643440517597
0.12012012012012012,1.2340387871806806,1.5521005304024253,0.7497735982689373,0.06215082551548365,0.9674472032224865,0.10026350964694444
0.13013013013013014,0.9105152213352222,-0.0911818888585369,0.7703527794475935,0.027587777639318523,1.002707147033169,0.09286950049117047
0.14014014014014015,0.919609212280053,1.5341138816261246,0.7840805690273527,0.06239032261174079,0.9941244762405599,0.10229827211354979
0.15015015015015015,1.056222979373988,0.5576511254206418,0.7908348742934126,0.15846544745204594,0.9788725229571739,0.08464709326173091
