time,leg_weakness
0.0,0.08865606199840186
0.01001001001001001,0.16236138402240635
0.02002002002002002,0.23462269045750872
0.03003003003003003,0.3047973010654552
0.04004004004004004,0.3722610943393177
0.050050050050050046,0.43641405833807645
0.06006006006006006,0.4966856270946681
0.07007007007007007,0.5525397551363583
0.08008008008008008,0.6034796849854847
0.09009009009009009,0.6490523652391991
0.10010010010010009,0.6888524799345301
0.11011011011011011,0.7225260533622522
0.12012012012012012,0.7497735982689373
0.13013013013013014,0.7703527794475935
0.14014014014014015,0.7840805690273527
0.15015015015015015,0.7908348742934126
0.16016016016016016,0.7905556235596692
0.17017017017017017,0.7832453004364661
0.18018018018018017,0.7689689217417701
0.19019019019019018,0.7478534592522282
0.20020020020020018,0.7200867104369577
0.21021021021021022,0.6859156282175772
0.22022022022022023,0.645644124609321
0.23023023023023023,0.5996303677772915
0.24024024024024024,0.5482835965473924
0.2502502502502503,0.49206048070315733
0.2602602602602603,0.4314610594394024
0.2702702702702703,0.3670242940954273
0.2802802802802803,0.29932327472103293
0.2902902902902903,0.2289601231073691
0.3003003003003003,0.15656063761422617
0.3103103103103103,0.08276872742179514
0.3203203203203203,0.008240685707756913
0.3303303303303303,-0.0663606473168777
0.34034034034034033,-0.14037177960017108
0.35035035035035034,-0.21313446823902865
0.36036036036036034,-0.28400157378389723
0.37037037037037035,-0.35234281579116444
0.38038038038038036,-0.4175503784343173
0.39039039039039036,-0.47904431631846967
0.40040040040040037,-0.5362777124198337
0.41041041041041043,-0.5887415422762576
0.42042042042042044,-0.6359692011675222
0.43043043043043044,-0.6775406540213906
0.44044044044044045,-0.7130861711368273
0.45045045045045046,-0.7422896164994758
0.46046046046046046,-0.7648912594436532
0.47047047047047047,-0.7806900846544021
0.4804804804804805,-0.7895455799648177
0.4904904904904905,-0.7913789860482738
0.5005005005005005,-0.7861739968909898
0.5105105105105106,-0.7739769048150498
0.5205205205205206,-0.7548961887620629
0.5305305305305306,-0.7291015494992026
0.5405405405405406,-0.6968224003283443
0.5505505505505506,-0.6583458267216886
0.5605605605605606,-0.6140140330305357
0.5705705705705706,-0.5642212989757647
0.5805805805805806,-0.5094104729884988
0.5905905905905906,-0.45006903358860106
0.6006006006006006,-0.3867247538304665
0.6106106106106106,-0.3199410073758146
0.6206206206206206,-0.2503117579405034
0.6306306306306306,-0.17845627667840697
0.6406406406406406,-0.1050136344850789
0.6506506506506506,-0.0306370182057527
0.6606606606606606,0.0440120787016056
0.6706706706706707,0.11826973938089913
0.6806806806806807,0.19147552834580867
0.6906906906906907,0.26297836528496765
0.7007007007007007,0.33214231566374175
0.7107107107107107,0.3983522466219478
0.7207207207207207,0.461019297864883
0.7307307307307307,0.5195861188904548
0.7407407407407407,0.57353182597337
0.7507507507507507,0.6223766348197768
0.7607607607607607,0.6656861276902845
0.7707707707707707,0.7030751170402753
0.7807807807807807,0.7342110713149106
0.7907907907907907,0.7588170724303825
0.8008008008008007,0.7766742786380496
0.8108108108108109,0.7876238708671499
0.8208208208208209,0.791568465235634
0.8308308308308309,0.7884729791664824
0.8408408408408409,0.7783649434064056
0.8508508508508509,0.7613342571718866
0.8608608608608609,0.737532388600257
0.8708708708708709,0.7071710276168597
0.8808808808808809,0.6705202031994868
0.8908908908908909,0.6279058817848204
0.9009009009009009,0.5797070681762756
0.9109109109109109,0.5263524347372718
0.9209209209209209,0.46831650884936815
0.9309309309309309,0.4061154525433499
0.9409409409409409,0.3403024718385749
0.950950950950951,0.2714628966191263
0.960960960960961,0.20020897480558708
0.970970970970971,0.12717442712218152
0.980980980980981,0.05300881088833442
0.990990990990991,-0.021628257037878046
1.001001001001001,-0.09607296678414812
1.011011011011011,-0.16966321928035408
1.021021021021021,-0.24174451485937481
1.031031031031031,-0.3116757742700655
1.0410410410410411,-0.37883504033123394
1.0510510510510511,-0.4426250095170754
1.0610610610610611,-0.502478344277008
1.0710710710710711,-0.5578627188430474
1.0810810810810811,-0.6082855536480949
1.0910910910910911,-0.6532983962480349
1.1011011011011012,-0.6925009097844036
1.1111111111111112,-0.7255444335149237
1.1211211211211212,-0.7521350837451031
1.1311311311311312,-0.772036367581743
1.1411411411411412,-0.7850712862620375
1.1511511511511512,-0.7911239093516182
1.1611611611611612,-0.7901404058108712
1.1711711711711712,-0.7821295227593971
1.1811811811811812,-0.7671625076805604
1.1911911911911912,-0.7453724747580284
1.2012012012012012,-0.716953220979996
1.2112112112112112,-0.6821575025404791
