time,vision_impairment
0.0,0.9665775592530074
0.01001001001001001,0.980821824737616
0.02002002002002002,0.9712376939922721
0.03003003003003003,0.9828093746870151
0.04004004004004004,0.9925744896776634
0.050050050050050046,1.0238633833386903
0.06006006006006006,0.9888637273373274
0.07007007007007007,0.9506794770451604
0.08008008008008008,1.032200033392853
0.09009009009009009,0.9726350437392965
0.10010010010010009,0.9957358846843586
0.11011011011011011,1.0106433424554686
0.12012012012012012,1.0029853095490804
0.13013013013013014,1.029572133172391
0.14014014014014015,1.0108665907982792
0.15015015015015015,0.970406958855333
0.16016016016016016,1.061352861215746
0.17017017017017017,1.0015757496458928
0.18018018018018017,0.9910752886968504
0.19019019019019018,1.0241630079369124
0.20020020020020018,1.0024785233728972
0.21021021021021022,1.0067215905329245
0.22022022022022023,1.069260014452515
0.23023023023023023,0.9859906013965929
0.24024024024024024,0.9844611671734721
0.2502502502502503,0.9972410991041176
0.2602602602602603,1.0256389715609247
0.2702702702702703,0.9480472223375312
0.2802802802802803,0.9340263162486979
0.2902902902902903,0.9751292846241384
0.3003003003003003,0.9434748037207139
0.3103103103103103,0.9794973018164731
0.3203203203203203,1.0070669828758707
0.3303303303303303,0.9650192758351739
0.34034034034034033,0.9486866941880513
0.35035035035035034,0.9933213560927017
0.36036036036036034,1.016867295529446
0.37037037037037035,0.9398915375852424
0.38038038038038036,1.01509746243967
0.39039039039039036,1.01475942635239
0.40040040040040037,1.0186125430546888
0.41041041041041043,1.0262941461858903
0.42042042042042044,1.055549907229278
0.43043043043043044,0.9785564777806677
0.44044044044044045,0.9922761363913247
0.45045045045045046,0.9762455857412979
0.46046046046046046,0.9885477938311628
0.47047047047047047,1.0342244389073276
0.4804804804804805,0.947637553470068
0.4904904904904905,0.9619062475727705
0.5005005005005005,1.0288029155826244
0.5105105105105106,1.0178383324442999
0.5205205205205206,0.9760930375824746
0.5305305305305306,1.0123687967703583
0.5405405405405406,0.9967229617612475
0.5505505505505506,1.0312444745062659
0.5605605605605606,0.9882212738007892
0.5705705705705706,1.016504699151913
0.5805805805805806,1.064745842800264
0.5905905905905906,1.0031782098866593
0.6006006006006006,0.9864648299588303
0.6106106106106106,1.0064081442913642
0.6206206206206206,0.973526058738368
0.6306306306306306,1.0558732653999763
0.6406406406406406,0.9893861151148634
0.6506506506506506,0.9755457341269683
0.6606606606606606,0.9584128133328824
0.6706706706706707,1.0161498389814263
0.6806806806806807,1.0089986053678153
0.6906906906906907,0.96781210159031
0.7007007007007007,0.9997760228361552
0.7107107107107107,0.9369755531858466
0.7207207207207207,0.9875310992341766
0.7307307307307307,0.9953144222940327
0.7407407407407407,1.0327013757682582
0.7507507507507507,0.9581066671493705
0.7607607607607607,0.9426304021169112
0.7707707707707707,0.9538678919029795
0.7807807807807807,0.9403834254710329
0.7907907907907907,1.0203299509629997
0.8008008008008007,1.0264391588307011
0.8108108108108109,0.9893362270681946
0.8208208208208209,1.0161183278500339
0.8308308308308309,0.9832479806466363
0.8408408408408409,0.976125629547956
0.8508508508508509,0.9687376001571159
0.8608608608608609,0.9691667487371515
0.8708708708708709,0.9317941815389572
0.8808808808808809,0.9859056208861982
0.8908908908908909,0.9765177104213064
0.9009009009009009,0.9998382991998137
0.9109109109109109,0.9800329321203856
0.9209209209209209,0.9720958659299042
0.9309309309309309,0.9505909358264979
0.9409409409409409,0.9786410735811294
0.950950950950951,0.9983733431507111
0.960960960960961,0.9416758062434601
0.970970970970971,0.9783499383361479
0.980980980980981,0.98246676402136
0.990990990990991,0.9536832817166774
1.001001001001001,0.957339285827735
1.011011011011011,0.9816430501877111
1.021021021021021,0.9404718439256957
1.031031031031031,0.9847219356817061
1.0410410410410411,0.947113342764198
1.0510510510510511,1.0056093345147201
1.0610610610610611,1.0436083058351224
1.0710710710710711,0.9474005191721686
1.0810810810810811,0.9889992088442132
1.0910910910910911,0.9509204655762622
1.1011011011011012,1.0037010976864063
1.1111111111111112,0.9342644699496657
1.1211211211211212,0.9863895747248033
1.1311311311311312,0.9455320527150411
1.1411411411411412,0.9652619337985204
1.1511511511511512,0.9402904629668021
1.1611611611611612,0.9956414850978436
1.1711711711711712,0.9456113100875331
1.1811811811811812,0.9870293982504253
1.1911911911911912,0.9598972793723503
1.2012012012012012,0.966535798816004
1.2112112112112112,0.9741523969417236
1.2212212212212212,0.946614729319704
1.2312312312312312,0.9755302326254459
1.2412412412412412,1.0148790058996013
1.2512512512512513,0.9453758751437373
1.2612612612612613,1.0036227727666838
1.2712712712712713,1.0131611472228517
1.2812812812812813,0.9434833182971267
1.2912912912912913,0.9240660795650012
1.3013013013013013,0.9765262944726204
1.3113113113113113,0.950794991534211
1.3213213213213213,1.023025063541857
1.3313313313313313,0.9677609429317118
1.3413413413413413,0.9424004842254111
1.3513513513513513,0.9318014308858649
1.3613613613613613,0.9986631147386908
1.3713713713713713,0.9485801964931901
1.3813813813813813,0.9667803294492784
