time,dizziness
0.0,-0.03390077456181625
0.01001001001001001,0.002183617001869295
0.02002002002002002,-0.06806958217254007
0.03003003003003003,0.08368380902903158
0.04004004004004004,0.19941903145090217
0.050050050050050046,0.06469199177987328
0.06006006006006006,0.2705994959023743
0.07007007007007007,0.23940595763733422
0.08008008008008008,0.14842959420445118
0.09009009009009009,0.19554397344231647
0.10010010010010009,0.32738808957797727
0.11011011011011011,0.24411416190524957
0.12012012012012012,0.16582660339407548
0.13013013013013014,0.12034256709147907
0.14014014014014015,0.11520699435555395
0.15015015015015015,0.03445405473511633
0.16016016016016016,-0.1288431799040045
0.17017017017017017,0.16618355392315826
0.18018018018018017,-0.02102428162671191
0.19019019019019018,-0.036069918292236304
0.20020020020020018,-0.10398072246429986
0.21021021021021022,-0.18539011595295918
0.22022022022022023,-0.16349383584601573
0.23023023023023023,-0.29260154920732195
0.24024024024024024,0.00809799955721402
0.2502502502502503,-0.27527027014965083
0.2602602602602603,-0.2544087620337221
0.2702702702702703,-0.19544841876193658
0.2802802802802803,-0.03897153498403953
0.2902902902902903,-0.11667390943016942
0.3003003003003003,-0.1873951451173161
0.3103103103103103,0.04531227889227894
0.3203203203203203,0.039898690850841724
0.3303303303303303,0.06266964345231153
0.34034034034034033,0.11543020998816803
0.35035035035035034,0.28736084969839326
0.36036036036036034,0.30602029166125166
0.37037037037037035,0.10821267510841011
0.38038038038038036,0.3204332267445644
0.39039039039039036,0.24304463215078592
0.40040040040040037,0.2679400329365395
0.41041041041041043,0.10148226275665381
0.42042042042042044,0.22503317464965752
0.43043043043043044,0.1683552207048613
0.44044044044044045,0.2874796373419236
0.45045045045045046,0.28837529859953714
0.46046046046046046,0.01247444399273595
0.47047047047047047,0.1475986931202009
0.4804804804804805,0.2062861418125234
0.4904904904904905,0.06622335951771387
0.5005005005005005,0.10283568636334009
0.5105105105105106,0.036021889902951
0.5205205205205206,7.496724827769224e-05
0.5305305305305306,-0.08147341504311381
0.5405405405405406,-0.18574326891505732
0.5505505505505506,-0.20187753451705331
